Year_Month,Monthly_Start_Equity,Equity,Monthly_PnL,Monthly_Return_Pct
2016-11,248500.0,239250.0,-9250.0,-3.722334004024145
2016-12,239250.0,241000.0,1750.0,0.7314524555903866
2017-01,241000.0,246500.0,5500.0,2.2821576763485476
2017-02,246500.0,251750.0,5250.0,2.129817444219067
2017-03,251750.0,250500.0,-1250.0,-0.49652432969215493
2017-04,250500.0,259250.0,8750.0,3.493013972055888
2017-05,259250.0,259250.0,0.0,0.0
2017-06,259250.0,269000.0,9750.0,3.7608486017357765
2017-07,269000.0,274250.0,5250.0,1.9516728624535316
2017-08,274250.0,269750.0,-4500.0,-1.6408386508659982
2017-09,269750.0,278250.0,8500.0,3.151065801668211
2017-10,278250.0,285500.0,7250.0,2.605570530098832
2017-11,285500.0,286250.0,750.0,0.2626970227670753
2017-12,286250.0,304250.0,18000.0,6.2882096069869
2018-01,304250.0,327500.0,23250.0,7.641741988496302
2018-02,327500.0,318500.0,-9000.0,-2.7480916030534353
2018-03,318500.0,315000.0,-3500.0,-1.098901098901099
2018-04,315000.0,334500.0,19500.0,6.190476190476191
2018-05,334500.0,327250.0,-7250.0,-2.167414050822123
2018-06,327250.0,315750.0,-11500.0,-3.514132925897632
2018-07,315750.0,302750.0,-13000.0,-4.117181314330958
2018-08,302750.0,322500.0,19750.0,6.5235342691990095
2018-09,322500.0,319750.0,-2750.0,-0.8527131782945736
2018-10,319750.0,303750.0,-16000.0,-5.003909304143862
2018-11,303750.0,305500.0,1750.0,0.5761316872427984
2018-12,305500.0,310000.0,4500.0,1.4729950900163666
2019-01,310000.0,314750.0,4750.0,1.532258064516129
2019-02,314750.0,316000.0,1250.0,0.3971405877680699
2019-03,316000.0,341250.0,25250.0,7.990506329113924
2019-04,341250.0,348000.0,6750.0,1.9780219780219779
2019-05,348000.0,351500.0,3500.0,1.0057471264367817
2019-06,351500.0,348000.0,-3500.0,-0.995732574679943
2019-07,348000.0,341500.0,-6500.0,-1.8678160919540232
2019-08,341500.0,340500.0,-1000.0,-0.29282576866764276
2019-09,340500.0,344750.0,4250.0,1.2481644640234948
2019-10,344750.0,346500.0,1750.0,0.5076142131979695
2019-11,346500.0,358750.0,12250.0,3.535353535353535
2019-12,358750.0,351750.0,-7000.0,-1.951219512195122
2020-01,351750.0,371000.0,19250.0,5.472636815920398
2020-02,371000.0,389250.0,18250.0,4.919137466307277
2020-03,389250.0,358750.0,-30500.0,-7.83558124598587
2020-04,358750.0,383750.0,25000.0,6.968641114982578
2020-05,383750.0,383500.0,-250.0,-0.06514657980456026
2020-06,383500.0,433000.0,49500.0,12.907431551499348
2020-07,433000.0,433000.0,0.0,0.0
2020-08,433000.0,468750.0,35750.0,8.25635103926097
2020-09,468750.0,466500.0,-2250.0,-0.48
2020-10,466500.0,474250.0,7750.0,1.6613076098606645
2020-11,474250.0,496750.0,22500.0,4.744333157617291
2020-12,496750.0,520500.0,23750.0,4.781077000503271
2021-01,520500.0,542250.0,21750.0,4.178674351585014
