Strategy & Model Variant,Executed Win Rate (%),Executed Trades,Zero-Brokerage Net Equity (Zerodha),Zero-Brokerage Net CAGR (%),Flat Rs20 Net Equity (FYERS),Flat Rs20 Net CAGR (%),Max DD (%),Total Statutory Taxes Paid
Exact 6-Class ML Selector (Ground-Truth 1:2 to 1:15 Targets),11.11%,9,"INR 106,547",0.40%,"INR 106,453",0.39%,7.29%,INR 440
