Date,Stock_Name,Ticker,Side,Range_930_High,Range_930_Low,Entry_Time,Entry_Price,Exit1_Time,Exit1_Price,Exit1_PnL_Pct,Exit2_Time,Exit2_Price,Exit2_PnL_Pct,Gross_PnL_Pct,Trade_Fee_Amount,Net_Trade_PnL_Pct,Net_Trade_PnL_Amount,Trade_Status
2026-06-16,HCL Tech,HCLTECH.NS,SHORT,1156.9,1148.9,2026-06-16 09:45:00,1156.9,2026-06-16 10:15:00,1160.37,-0.3,2026-06-16 10:15:00,1160.37,-0.3,-0.3,2.54,-0.38,-9.48,LOSER
2026-06-16,IRCTC,IRCTC.NS,LONG,521.85,521.05,2026-06-16 09:45:00,521.05,2026-06-16 14:30:00,521.85,0.15,2026-06-16 15:00:00,522.35,0.25,0.2,2.29,0.08,1.91,WINNER
2026-06-16,GIC,GICRE.NS,LONG,367.8,366.2,2026-06-16 10:00:00,366.2,2026-06-16 10:15:00,364.1,-0.57,2026-06-16 10:15:00,364.1,-0.57,-0.57,2.4,-0.6,-15.0,LOSER
2026-06-16,IRCTC,IRCTC.NS,SHORT,521.85,521.05,2026-06-16 10:15:00,521.85,2026-06-16 10:30:00,521.05,0.15,2026-06-16 14:30:00,521.85,0.0,0.08,2.29,-0.03,-0.69,LOSER
2026-06-16,HCL Tech,HCLTECH.NS,LONG,1156.9,1148.9,2026-06-16 10:45:00,1148.9,2026-06-16 11:00:00,1145.0,-0.34,2026-06-16 11:00:00,1145.0,-0.34,-0.34,2.51,-0.41,-10.31,LOSER
2026-06-16,Mahanagar Gas,MGL.NS,SHORT,1164.0,1157.5,2026-06-16 10:45:00,1164.0,2026-06-16 11:30:00,1157.5,0.56,2026-06-16 12:00:00,1164.0,0.0,0.28,2.55,0.16,3.95,WINNER
2026-06-16,Adani Enterprises,ADANIENT.NS,SHORT,2974.3,2958.4,2026-06-16 11:00:00,2974.3,2026-06-16 11:30:00,2958.4,0.53,2026-06-16 15:00:00,2942.2,1.08,0.81,2.0,0.88,22.0,WINNER
2026-06-16,Mahanagar Gas,MGL.NS,LONG,1164.0,1157.5,2026-06-16 11:45:00,1157.5,2026-06-16 12:00:00,1164.0,0.56,2026-06-16 14:00:00,1180.65,2.0,1.28,2.56,1.08,27.09,WINNER
2026-06-16,Adani Enterprises,ADANIENT.NS,LONG,2974.3,2958.4,2026-06-16 13:30:00,2958.4,2026-06-16 14:00:00,2949.2,-0.31,2026-06-16 14:00:00,2949.2,-0.31,-0.31,1.25,-0.42,-10.45,LOSER
2026-06-16,BPCL,BPCL.NS,SHORT,312.15,311.0,2026-06-16 14:00:00,312.15,2026-06-16 14:30:00,313.09,-0.3,2026-06-16 14:30:00,313.09,-0.3,-0.3,2.74,-0.41,-10.23,LOSER
2026-06-17,Infosys,INFY.NS,LONG,1162.5,1155.5,2026-06-17 09:45:00,1155.5,2026-06-17 10:00:00,1151.9,-0.31,2026-06-17 10:00:00,1151.9,-0.31,-0.31,2.53,-0.39,-9.73,LOSER
2026-06-17,Mahanagar Gas,MGL.NS,LONG,1214.6,1203.0,2026-06-17 09:45:00,1203.0,2026-06-17 10:15:00,1196.1,-0.57,2026-06-17 10:15:00,1196.1,-0.57,-0.57,2.63,-0.66,-16.43,LOSER
2026-06-17,Siemens,SIEMENS.NS,SHORT,3655.4,3626.0,2026-06-17 09:45:00,3655.4,2026-06-17 11:15:00,3666.37,-0.3,2026-06-17 11:15:00,3666.37,-0.3,-0.3,2.46,-0.54,-13.43,LOSER
2026-06-17,Wipro,WIPRO.NS,LONG,185.1,184.35,2026-06-17 09:45:00,184.35,2026-06-17 10:45:00,185.1,0.41,2026-06-17 12:00:00,184.35,0.0,0.2,2.5,0.09,2.37,WINNER
2026-06-17,Trent,TRENT.NS,SHORT,3011.0,2955.8,2026-06-17 10:15:00,3011.0,2026-06-17 10:45:00,3020.03,-0.3,2026-06-17 10:45:00,3020.03,-0.3,-0.3,2.03,-0.44,-11.06,LOSER
2026-06-17,Mahanagar Gas,MGL.NS,SHORT,1214.6,1203.0,2026-06-17 10:30:00,1214.6,2026-06-17 11:30:00,1203.0,0.96,2026-06-17 12:30:00,1214.6,0.0,0.48,2.66,0.36,8.94,WINNER
2026-06-17,Tata Motors,TMCV.NS,LONG,408.15,405.7,2026-06-17 10:30:00,405.7,2026-06-17 11:00:00,404.2,-0.37,2026-06-17 11:00:00,404.2,-0.37,-0.37,2.66,-0.47,-11.66,LOSER
2026-06-17,Infosys,INFY.NS,SHORT,1162.5,1155.5,2026-06-17 10:45:00,1162.5,2026-06-17 11:30:00,1155.5,0.6,2026-06-17 15:00:00,1158.9,0.31,0.46,2.54,0.32,8.06,WINNER
2026-06-17,Wipro,WIPRO.NS,SHORT,185.1,184.35,2026-06-17 10:45:00,185.1,2026-06-17 12:00:00,184.35,0.41,2026-06-17 15:00:00,184.51,0.32,0.36,2.55,0.25,6.16,WINNER
2026-06-18,Apollo Hospitals,APOLLOHOSP.NS,LONG,8427.0,8402.0,2026-06-18 09:45:00,8402.0,2026-06-18 10:00:00,8427.0,0.3,2026-06-18 11:15:00,8402.0,0.0,0.15,3.55,0.36,8.95,WINNER
2026-06-18,HFCL,HFCL.NS,LONG,197.6,195.35,2026-06-18 09:45:00,195.35,2026-06-18 10:30:00,197.3,1.0,2026-06-18 11:00:00,199.26,2.0,1.5,2.59,1.3,32.57,WINNER
2026-06-18,Rail Vikas Nigam,RVNL.NS,LONG,247.48,245.79,2026-06-18 09:45:00,245.79,2026-06-18 10:30:00,247.48,0.69,2026-06-18 14:00:00,245.79,0.0,0.34,2.7,0.23,5.75,WINNER
2026-06-18,Balkrishna Industries,BALKRISIND.NS,SHORT,2249.0,2237.0,2026-06-18 10:00:00,2249.0,2026-06-18 11:00:00,2237.0,0.53,2026-06-18 15:00:00,2234.1,0.66,0.6,1.51,0.48,11.94,WINNER
2026-06-18,Bosch,BOSCHLTD.NS,SHORT,40335.0,39390.0,2026-06-18 10:00:00,40335.0,2026-06-18 10:15:00,40456.0,-0.3,2026-06-18 10:15:00,40456.0,-0.3,-0.3,27.14,-5.93,-148.14,LOSER
2026-06-18,Apollo Hospitals,APOLLOHOSP.NS,SHORT,8427.0,8402.0,2026-06-18 10:15:00,8427.0,2026-06-18 10:30:00,8452.28,-0.3,2026-06-18 10:30:00,8452.28,-0.3,-0.3,5.67,-1.24,-30.95,LOSER
2026-06-18,Bharat Electronics,BEL.NS,LONG,427.35,423.45,2026-06-18 10:15:00,423.45,2026-06-18 11:45:00,427.35,0.92,2026-06-18 15:00:00,428.9,1.29,1.1,2.05,0.85,21.33,WINNER
2026-06-18,Lupin,LUPIN.NS,LONG,2297.5,2283.0,2026-06-18 10:15:00,2283.0,2026-06-18 11:30:00,2297.5,0.64,2026-06-18 14:15:00,2328.66,2.0,1.32,0.97,1.16,29.11,WINNER
2026-06-18,Rail Vikas Nigam,RVNL.NS,SHORT,247.48,245.79,2026-06-18 10:30:00,247.48,2026-06-18 10:45:00,248.22,-0.3,2026-06-18 10:45:00,248.22,-0.3,-0.3,2.71,-0.41,-10.14,LOSER
2026-06-18,Balkrishna Industries,BALKRISIND.NS,LONG,2249.0,2237.0,2026-06-18 10:45:00,2237.0,2026-06-18 11:30:00,2223.0,-0.63,2026-06-18 11:30:00,2223.0,-0.63,-0.63,0.95,-0.6,-14.95,LOSER
2026-06-18,Lupin,LUPIN.NS,SHORT,2297.5,2283.0,2026-06-18 10:45:00,2297.5,2026-06-18 13:45:00,2313.2,-0.68,2026-06-18 13:45:00,2313.2,-0.68,-0.68,1.55,-0.69,-17.25,LOSER
2026-06-18,Bharat Electronics,BEL.NS,SHORT,427.35,423.45,2026-06-18 11:30:00,427.35,2026-06-18 11:45:00,428.9,-0.36,2026-06-18 11:45:00,428.9,-0.36,-0.36,2.16,-0.4,-9.91,LOSER
2026-06-19,Adani Enterprises,ADANIENT.NS,LONG,3047.3,3027.7,2026-06-19 09:45:00,3027.7,2026-06-19 10:30:00,3018.62,-0.3,2026-06-19 10:30:00,3018.62,-0.3,-0.3,1.28,-0.41,-10.36,LOSER
2026-06-19,Divis Labs,DIVISLAB.NS,LONG,6763.5,6745.0,2026-06-19 09:45:00,6745.0,2026-06-19 10:00:00,6763.5,0.27,2026-06-19 12:00:00,6739.5,-0.08,0.1,2.85,0.15,3.65,WINNER
2026-06-19,Reliance Industries,RELIANCE.NS,SHORT,1334.8,1330.1,2026-06-19 09:45:00,1334.8,2026-06-19 10:15:00,1330.1,0.35,2026-06-19 14:15:00,1334.8,0.0,0.18,0.9,0.06,1.45,WINNER
2026-06-19,Wipro,WIPRO.NS,LONG,176.99,176.01,2026-06-19 09:45:00,176.01,2026-06-19 10:30:00,176.99,0.56,2026-06-19 15:00:00,179.53,2.0,1.28,2.72,1.15,28.78,WINNER
2026-06-19,Bharat Electronics,BEL.NS,LONG,427.95,424.85,2026-06-19 10:00:00,424.85,2026-06-19 11:00:00,427.95,0.73,2026-06-19 15:00:00,427.6,0.65,0.69,2.05,0.5,12.58,WINNER
2026-06-19,Divis Labs,DIVISLAB.NS,SHORT,6763.5,6745.0,2026-06-19 10:15:00,6763.5,2026-06-19 12:00:00,6745.0,0.27,2026-06-19 13:30:00,6763.5,0.0,0.14,4.55,0.19,4.7,WINNER
2026-06-19,Bharat Forge,BHARATFORG.NS,LONG,2059.4,2030.0,2026-06-19 10:30:00,2030.0,2026-06-19 10:45:00,2023.91,-0.3,2026-06-19 10:45:00,2023.91,-0.3,-0.3,0.86,-0.28,-6.95,LOSER
2026-06-19,Wipro,WIPRO.NS,SHORT,176.99,176.01,2026-06-19 10:30:00,176.99,2026-06-19 11:15:00,177.55,-0.32,2026-06-19 11:15:00,177.55,-0.32,-0.32,2.72,-0.42,-10.56,LOSER
2026-06-19,Bharat Electronics,BEL.NS,SHORT,427.95,424.85,2026-06-19 10:45:00,427.95,2026-06-19 11:00:00,429.95,-0.47,2026-06-19 11:00:00,429.95,-0.47,-0.47,2.17,-0.49,-12.17,LOSER
2026-06-19,Infosys,INFY.NS,SHORT,1040.5,1030.1,2026-06-19 10:45:00,1040.5,2026-06-19 12:45:00,1043.62,-0.3,2026-06-19 12:45:00,1043.62,-0.3,-0.3,2.28,-0.34,-8.53,LOSER
2026-06-19,Adani Enterprises,ADANIENT.NS,SHORT,3047.3,3027.7,2026-06-19 11:00:00,3047.3,2026-06-19 11:15:00,3027.7,0.64,2026-06-19 15:00:00,3047.3,0.0,0.32,2.05,0.31,7.75,WINNER
2026-06-19,Reliance Industries,RELIANCE.NS,LONG,1334.8,1330.1,2026-06-19 14:00:00,1330.1,2026-06-19 14:15:00,1307.8,-1.68,2026-06-19 14:15:00,1307.8,-1.68,-1.68,0.56,-0.91,-22.86,LOSER
2026-06-22,Bajaj Finance,BAJFINANCE.NS,SHORT,971.9,967.65,2026-06-22 09:45:00,971.9,2026-06-22 10:00:00,967.65,0.44,2026-06-22 15:00:00,968.35,0.37,0.4,2.13,0.23,5.67,WINNER
2026-06-22,HDFC Bank,HDFCBANK.NS,LONG,788.0,784.0,2026-06-22 09:45:00,784.0,2026-06-22 10:15:00,788.0,0.51,2026-06-22 15:00:00,786.15,0.27,0.39,2.05,0.29,7.17,WINNER
2026-06-22,South Indian Bank,SOUTHBANK.NS,LONG,47.9,47.57,2026-06-22 09:45:00,47.57,2026-06-22 10:45:00,47.3,-0.57,2026-06-22 10:45:00,47.3,-0.57,-0.57,2.7,-0.67,-16.74,LOSER
2026-06-22,Sun Pharma,SUNPHARMA.NS,LONG,1844.1,1838.4,2026-06-22 09:45:00,1838.4,2026-06-22 10:15:00,1844.1,0.31,2026-06-22 15:00:00,1862.6,1.32,0.81,0.78,0.57,14.17,WINNER
2026-06-22,Tata Motors,TMCV.NS,LONG,405.3,403.15,2026-06-22 09:45:00,403.15,2026-06-22 10:00:00,405.3,0.53,2026-06-22 14:15:00,402.0,-0.29,0.12,2.65,0.01,0.35,WINNER
2026-06-22,Voltas,VOLTAS.NS,LONG,1404.4,1364.4,2026-06-22 09:45:00,1364.4,2026-06-22 10:00:00,1359.8,-0.34,2026-06-22 10:00:00,1359.8,-0.34,-0.34,0.58,-0.21,-5.18,LOSER
2026-06-22,Reliance Industries,RELIANCE.NS,SHORT,1342.8,1335.6,2026-06-22 10:00:00,1342.8,2026-06-22 10:30:00,1335.6,0.54,2026-06-22 15:00:00,1326.5,1.21,0.88,0.9,0.43,10.85,WINNER
2026-06-22,HDFC Bank,HDFCBANK.NS,SHORT,788.0,784.0,2026-06-22 10:15:00,788.0,2026-06-22 15:00:00,786.15,0.23,2026-06-22 15:00:00,786.15,0.23,0.23,2.26,0.13,3.29,WINNER
2026-06-22,Tata Motors,TMCV.NS,SHORT,405.3,403.15,2026-06-22 10:15:00,405.3,2026-06-22 11:00:00,406.52,-0.3,2026-06-22 11:00:00,406.52,-0.3,-0.3,2.67,-0.4,-9.96,LOSER
2026-06-22,Reliance Industries,RELIANCE.NS,LONG,1342.8,1335.6,2026-06-22 10:30:00,1335.6,2026-06-22 12:15:00,1330.2,-0.4,2026-06-22 12:15:00,1330.2,-0.4,-0.4,0.56,-0.24,-5.96,LOSER
2026-06-22,Bajaj Finance,BAJFINANCE.NS,LONG,971.9,967.65,2026-06-22 11:00:00,967.65,2026-06-22 11:15:00,964.75,-0.3,2026-06-22 11:15:00,964.75,-0.3,-0.3,2.12,-0.32,-7.92,LOSER
2026-06-22,Alembic Pharma,APLLTD.NS,SHORT,781.0,774.3,2026-06-22 12:00:00,781.0,2026-06-22 13:00:00,783.34,-0.3,2026-06-22 13:00:00,783.34,-0.3,-0.3,2.24,-0.37,-9.27,LOSER
2026-06-23,Bharat Electronics,BEL.NS,LONG,431.75,430.05,2026-06-23 09:45:00,430.05,2026-06-23 10:00:00,431.75,0.4,2026-06-23 10:15:00,430.0,-0.01,0.19,2.07,0.08,2.06,WINNER
2026-06-23,Reliance Industries,RELIANCE.NS,SHORT,1328.6,1324.4,2026-06-23 09:45:00,1328.6,2026-06-23 11:45:00,1324.4,0.32,2026-06-23 15:00:00,1312.8,1.19,0.75,0.89,0.36,9.11,WINNER
2026-06-23,Gabriel India,GABRIEL.NS,LONG,1237.0,1228.9,2026-06-23 10:00:00,1228.9,2026-06-23 10:15:00,1225.21,-0.3,2026-06-23 10:15:00,1225.21,-0.3,-0.3,2.69,-0.4,-10.06,LOSER
2026-06-23,Bharat Electronics,BEL.NS,SHORT,431.75,430.05,2026-06-23 10:15:00,431.75,2026-06-23 10:30:00,430.05,0.39,2026-06-23 13:30:00,423.12,2.0,1.2,2.17,0.95,23.66,WINNER
2026-06-23,Gabriel India,GABRIEL.NS,SHORT,1237.0,1228.9,2026-06-23 10:45:00,1237.0,2026-06-23 11:00:00,1240.71,-0.3,2026-06-23 11:00:00,1240.71,-0.3,-0.3,2.71,-0.41,-10.14,LOSER
2026-06-23,Reliance Industries,RELIANCE.NS,LONG,1328.6,1324.4,2026-06-23 11:00:00,1324.4,2026-06-23 11:30:00,1328.6,0.32,2026-06-23 11:45:00,1323.4,-0.08,0.12,0.56,0.04,1.04,WINNER
2026-06-23,Sun Pharma,SUNPHARMA.NS,LONG,1901.6,1882.4,2026-06-23 11:45:00,1882.4,2026-06-23 13:00:00,1875.6,-0.36,2026-06-23 13:00:00,1875.6,-0.36,-0.36,0.8,-0.3,-7.6,LOSER
2026-06-23,Infosys,INFY.NS,LONG,1041.0,1036.7,2026-06-23 14:15:00,1036.7,2026-06-23 15:00:00,1030.1,-0.64,2026-06-23 15:00:00,1030.1,-0.64,-0.64,2.26,-0.62,-15.46,LOSER
2026-06-23,Tech Mahindra,TECHM.NS,LONG,1423.0,1418.6,2026-06-23 14:45:00,1418.6,2026-06-23 15:00:00,1413.6,-0.35,2026-06-23 15:00:00,1413.6,-0.35,-0.35,0.6,-0.22,-5.6,LOSER
2026-06-24,Bajaj Auto,BAJAJ-AUTO.NS,LONG,9857.0,9770.0,2026-06-24 09:45:00,9770.0,2026-06-24 10:45:00,9857.0,0.89,2026-06-24 11:15:00,9770.0,0.0,0.45,4.13,1.57,39.37,WINNER
2026-06-24,Honasa Consumer,HONASA.NS,LONG,416.1,406.5,2026-06-24 09:45:00,406.5,2026-06-24 10:30:00,404.7,-0.44,2026-06-24 10:30:00,404.7,-0.44,-0.44,2.67,-0.54,-13.47,LOSER
2026-06-24,Vodafone Idea,IDEA.NS,LONG,14.45,14.23,2026-06-24 09:45:00,14.23,2026-06-24 10:15:00,14.19,-0.3,2026-06-24 10:15:00,14.19,-0.3,-0.3,2.71,-0.41,-10.18,LOSER
2026-06-24,Infosys,INFY.NS,SHORT,1047.5,1039.3,2026-06-24 09:45:00,1047.5,2026-06-24 10:15:00,1050.64,-0.3,2026-06-24 10:15:00,1050.64,-0.3,-0.3,2.3,-0.34,-8.58,LOSER
2026-06-24,Torrent Power,TORNTPOWER.NS,LONG,1466.4,1452.7,2026-06-24 09:45:00,1452.7,2026-06-24 10:30:00,1445.1,-0.52,2026-06-24 10:30:00,1445.1,-0.52,-0.52,0.61,-0.33,-8.21,LOSER
2026-06-24,Eicher Motors,EICHERMOT.NS,LONG,7567.0,7521.0,2026-06-24 10:00:00,7521.0,2026-06-24 10:45:00,7567.0,0.61,2026-06-24 15:00:00,7571.0,0.66,0.64,3.18,1.79,44.82,WINNER
2026-06-24,Tata Power,TATAPOWER.NS,LONG,399.35,396.95,2026-06-24 10:00:00,396.95,2026-06-24 11:15:00,395.15,-0.45,2026-06-24 11:15:00,395.15,-0.45,-0.45,2.6,-0.54,-13.4,LOSER
2026-06-24,Yes Bank,YESBANK.NS,LONG,24.98,24.83,2026-06-24 10:00:00,24.83,2026-06-24 11:45:00,24.98,0.6,2026-06-24 15:00:00,24.96,0.52,0.56,2.73,0.45,11.27,WINNER
2026-06-24,Bajaj Auto,BAJAJ-AUTO.NS,SHORT,9857.0,9770.0,2026-06-24 10:15:00,9857.0,2026-06-24 11:15:00,9770.0,0.88,2026-06-24 15:00:00,9750.0,1.09,0.98,6.63,3.61,90.37,WINNER
2026-06-24,Wipro,WIPRO.NS,LONG,174.23,173.13,2026-06-24 10:15:00,173.13,2026-06-24 10:30:00,174.23,0.64,2026-06-24 11:00:00,173.13,0.0,0.32,2.66,0.2,5.04,WINNER
2026-06-24,Eicher Motors,EICHERMOT.NS,SHORT,7567.0,7521.0,2026-06-24 10:30:00,7567.0,2026-06-24 13:15:00,7589.7,-0.3,2026-06-24 13:15:00,7589.7,-0.3,-0.3,5.09,-1.11,-27.79,LOSER
2026-06-24,IRFC,IRFC.NS,LONG,94.04,93.67,2026-06-24 10:45:00,93.67,2026-06-24 11:30:00,93.39,-0.3,2026-06-24 11:30:00,93.39,-0.3,-0.3,2.66,-0.4,-9.97,LOSER
2026-06-24,Wipro,WIPRO.NS,SHORT,174.23,173.13,2026-06-24 10:45:00,174.23,2026-06-24 11:00:00,173.13,0.63,2026-06-24 13:00:00,174.47,-0.14,0.25,2.67,0.13,3.35,WINNER
2026-06-24,Vodafone Idea,IDEA.NS,SHORT,14.45,14.23,2026-06-24 11:15:00,14.45,2026-06-24 11:45:00,14.51,-0.42,2026-06-24 11:45:00,14.51,-0.42,-0.42,2.74,-0.52,-13.12,LOSER
2026-06-24,IRFC,IRFC.NS,SHORT,94.04,93.67,2026-06-24 11:45:00,94.04,2026-06-24 12:15:00,94.64,-0.64,2026-06-24 12:15:00,94.64,-0.64,-0.64,2.69,-0.73,-18.29,LOSER
2026-06-24,Yes Bank,YESBANK.NS,SHORT,24.98,24.83,2026-06-24 11:45:00,24.98,2026-06-24 13:15:00,25.07,-0.36,2026-06-24 13:15:00,25.07,-0.36,-0.36,2.74,-0.47,-11.74,LOSER
2026-06-24,Honasa Consumer,HONASA.NS,SHORT,416.1,406.5,2026-06-24 14:30:00,416.1,2026-06-24 15:00:00,415.3,0.19,2026-06-24 15:00:00,415.3,0.19,0.19,2.73,0.08,2.07,WINNER
2026-06-25,Bharat Forge,BHARATFORG.NS,SHORT,2144.0,2134.6,2026-06-25 09:45:00,2144.0,2026-06-25 10:00:00,2134.6,0.44,2026-06-25 10:15:00,2152.6,-0.4,0.02,1.44,-0.04,-1.04,LOSER
2026-06-25,Equitas Small Finance Bank,EQUITASBNK.NS,LONG,76.21,75.14,2026-06-25 09:45:00,75.14,2026-06-25 10:00:00,75.89,1.0,2026-06-25 12:15:00,75.14,0.0,0.5,2.67,0.39,9.72,WINNER
2026-06-25,Hindustan Aeronautics,HAL.NS,LONG,4383.0,4365.1,2026-06-25 10:00:00,4365.1,2026-06-25 10:45:00,4383.0,0.41,2026-06-25 12:15:00,4365.1,0.0,0.21,1.85,0.28,7.1,WINNER
2026-06-25,Vedanta,VEDL.NS,LONG,275.6,273.05,2026-06-25 10:00:00,273.05,2026-06-25 11:00:00,275.6,0.93,2026-06-25 12:30:00,272.7,-0.13,0.4,2.51,0.3,7.39,WINNER
2026-06-25,Hindustan Aeronautics,HAL.NS,SHORT,4383.0,4365.1,2026-06-25 10:45:00,4383.0,2026-06-25 12:15:00,4365.1,0.41,2026-06-25 12:45:00,4383.0,0.0,0.2,2.95,0.24,6.0,WINNER
2026-06-25,Vedanta,VEDL.NS,SHORT,275.6,273.05,2026-06-25 11:15:00,275.6,2026-06-25 12:30:00,273.05,0.93,2026-06-25 15:00:00,273.95,0.6,0.76,2.59,0.65,16.31,WINNER
2026-06-25,Olectra Greentech,OLECTRA.NS,LONG,1492.0,1481.7,2026-06-25 11:45:00,1481.7,2026-06-25 12:00:00,1474.0,-0.52,2026-06-25 12:00:00,1474.0,-0.52,-0.52,0.63,-0.33,-8.33,LOSER
2026-06-29,Aurobindo Pharma,AUROPHARMA.NS,SHORT,1585.0,1564.0,2026-06-29 09:45:00,1585.0,2026-06-29 13:00:00,1569.15,1.0,2026-06-29 14:15:00,1553.3,2.0,1.5,1.07,0.91,22.71,WINNER
2026-06-29,Dr. Reddy's Laboratories,DRREDDY.NS,SHORT,1412.4,1394.6,2026-06-29 09:45:00,1412.4,2026-06-29 12:00:00,1398.28,1.0,2026-06-29 12:15:00,1384.15,2.0,1.5,0.95,0.81,20.24,WINNER
2026-06-29,Reliance Industries,RELIANCE.NS,SHORT,1311.1,1305.1,2026-06-29 09:45:00,1311.1,2026-06-29 11:30:00,1305.1,0.46,2026-06-29 15:00:00,1300.2,0.83,0.64,0.88,0.3,7.57,WINNER
2026-06-29,Torrent Power,TORNTPOWER.NS,LONG,1414.9,1401.3,2026-06-29 10:15:00,1401.3,2026-06-29 11:30:00,1397.1,-0.3,2026-06-29 11:30:00,1397.1,-0.3,-0.3,0.59,-0.19,-4.8,LOSER
2026-06-29,Zydus Lifesciences,ZYDUSLIFE.NS,SHORT,1116.0,1104.0,2026-06-29 10:15:00,1116.0,2026-06-29 10:45:00,1122.4,-0.57,2026-06-29 10:45:00,1122.4,-0.57,-0.57,2.45,-0.61,-15.25,LOSER
2026-06-29,Kotak Mahindra Bank,KOTAKBANK.NS,SHORT,400.0,396.25,2026-06-29 11:00:00,400.0,2026-06-29 13:30:00,396.25,0.94,2026-06-29 15:00:00,395.45,1.14,1.04,2.62,0.89,22.28,WINNER
2026-06-29,Torrent Power,TORNTPOWER.NS,SHORT,1414.9,1401.3,2026-06-29 11:45:00,1414.9,2026-06-29 12:30:00,1423.7,-0.62,2026-06-29 12:30:00,1423.7,-0.62,-0.62,0.95,-0.39,-9.75,LOSER
2026-06-29,BEML,BEML.NS,SHORT,1756.4,1746.7,2026-06-29 12:00:00,1756.4,2026-06-29 12:15:00,1746.7,0.55,2026-06-29 15:00:00,1721.27,2.0,1.28,1.18,0.85,21.23,WINNER
2026-06-29,BEML,BEML.NS,LONG,1756.4,1746.7,2026-06-29 12:45:00,1746.7,2026-06-29 13:45:00,1741.4,-0.3,2026-06-29 13:45:00,1741.4,-0.3,-0.3,0.74,-0.24,-6.04,LOSER
2026-06-29,Kotak Mahindra Bank,KOTAKBANK.NS,LONG,400.0,396.25,2026-06-29 13:15:00,396.25,2026-06-29 15:00:00,395.45,-0.2,2026-06-29 15:00:00,395.45,-0.2,-0.2,2.6,-0.3,-7.4,LOSER
2026-06-29,Lupin,LUPIN.NS,SHORT,2379.7,2361.3,2026-06-29 13:30:00,2379.7,2026-06-29 14:45:00,2397.0,-0.73,2026-06-29 14:45:00,2397.0,-0.73,-0.73,1.6,-0.76,-18.9,LOSER
2026-06-30,Bharat Electronics,BEL.NS,SHORT,413.6,410.5,2026-06-30 09:45:00,413.6,2026-06-30 10:15:00,410.5,0.75,2026-06-30 14:15:00,413.6,0.0,0.37,2.72,0.26,6.58,WINNER
2026-06-30,Dr. Reddy's Laboratories,DRREDDY.NS,LONG,1359.1,1347.9,2026-06-30 09:45:00,1347.9,2026-06-30 11:15:00,1359.1,0.83,2026-06-30 15:00:00,1357.3,0.7,0.76,0.57,0.39,9.73,WINNER
2026-06-30,HDFC Bank,HDFCBANK.NS,LONG,797.2,794.15,2026-06-30 09:45:00,794.15,2026-06-30 10:15:00,797.2,0.38,2026-06-30 15:00:00,798.15,0.5,0.44,2.08,0.34,8.49,WINNER
