Strategy & Model Variant,Executed Win Rate (%),Executed Trades,Target Distribution (1:2 / 1:3+),Zero-Brokerage Net Equity (Zerodha),Zero-Brokerage Net CAGR (%),Flat Rs20 Net Equity (FYERS),Flat Rs20 Net CAGR (%),Max DD (%),Total Statutory Taxes Paid
"Streamlined 6-Class ML Selector (Skip, 1:2, 1:3, 1:5, 1:10, 1:15)",55.84%,"60,705","60,459 (1:2) / 246 (1:3+)","INR 37,234,231",42.72%,"INR 35,780,221",42.37%,19.53%,"INR 3,700,718"
