Year_Month,Monthly_Start_Equity,Equity,Monthly_PnL,Monthly_Return_Pct,Drawdown_Pct
2017-05,509000.0,493000.0,-16000.0,-3.143418467583497,3.143418467583497
2017-06,493000.0,489000.0,-4000.0,-0.8113590263691683,3.9292730844793713
2017-07,489000.0,515000.0,26000.0,5.316973415132924,0.0
2017-08,515000.0,491000.0,-24000.0,-4.660194174757281,4.660194174757281
2017-09,491000.0,511000.0,20000.0,4.0733197556008145,0.7766990291262136
2017-10,511000.0,552000.0,41000.0,8.023483365949119,0.0
2017-11,552000.0,590000.0,38000.0,6.884057971014493,0.0
2017-12,590000.0,642000.0,52000.0,8.813559322033898,0.0
2018-01,642000.0,667000.0,25000.0,3.894080996884735,0.0
2018-02,667000.0,658000.0,-9000.0,-1.3493253373313343,1.3493253373313343
2018-03,658000.0,644000.0,-14000.0,-2.127659574468085,3.4482758620689653
2018-04,644000.0,660000.0,16000.0,2.484472049689441,1.0494752623688157
2018-05,660000.0,661000.0,1000.0,0.15151515151515152,0.8995502248875562
2018-06,661000.0,616000.0,-45000.0,-6.80786686838124,7.646176911544228
2018-07,616000.0,628000.0,12000.0,1.948051948051948,5.847076461769116
2018-08,628000.0,663000.0,35000.0,5.573248407643312,0.5997001499250375
2018-09,663000.0,640000.0,-23000.0,-3.469079939668175,4.0479760119940025
2018-10,640000.0,583000.0,-57000.0,-8.90625,12.593703148425787
2018-11,583000.0,604000.0,21000.0,3.6020583190394513,9.44527736131934
2018-12,604000.0,618000.0,14000.0,2.3178807947019866,7.34632683658171
2019-01,618000.0,618000.0,0.0,0.0,7.34632683658171
2019-02,618000.0,618000.0,0.0,0.0,7.34632683658171
2019-03,618000.0,660000.0,42000.0,6.796116504854369,1.0494752623688157
2019-04,660000.0,670000.0,10000.0,1.5151515151515151,0.0
2019-05,670000.0,683000.0,13000.0,1.9402985074626864,0.0
2019-06,683000.0,658000.0,-25000.0,-3.6603221083455346,3.6603221083455346
2019-07,658000.0,634000.0,-24000.0,-3.64741641337386,7.174231332357247
2019-08,634000.0,606000.0,-28000.0,-4.416403785488959,11.273792093704246
2019-09,606000.0,624000.0,18000.0,2.9702970297029703,8.638360175695462
2019-10,624000.0,650000.0,26000.0,4.166666666666666,4.831625183016105
2019-11,650000.0,694000.0,44000.0,6.769230769230769,0.0
2019-12,694000.0,709000.0,15000.0,2.161383285302594,0.0
2020-01,709000.0,762000.0,53000.0,7.475317348377997,0.0
2020-02,762000.0,753000.0,-9000.0,-1.1811023622047243,1.1811023622047243
2020-03,753000.0,664000.0,-89000.0,-11.819389110225764,12.860892388451445
2020-04,664000.0,765000.0,101000.0,15.210843373493976,0.0
2020-05,765000.0,807000.0,42000.0,5.490196078431373,0.0
2020-06,807000.0,993000.0,186000.0,23.04832713754647,0.0
2020-07,993000.0,1129000.0,136000.0,13.695871097683787,0.0
2020-08,1129000.0,1267000.0,138000.0,12.223206377325067,0.0
2020-09,1267000.0,1255000.0,-12000.0,-0.9471191791633782,0.9471191791633782
2020-10,1255000.0,1306000.0,51000.0,4.063745019920319,0.0
2020-11,1306000.0,1470000.0,164000.0,12.557427258805513,0.0
2020-12,1470000.0,1659000.0,189000.0,12.857142857142856,0.0
2021-01,1659000.0,1706000.0,47000.0,2.8330319469559977,0.0
2021-02,1706000.0,1755000.0,49000.0,2.87221570926143,0.0
2021-03,1755000.0,1805000.0,50000.0,2.849002849002849,0.0
2021-04,1805000.0,1912000.0,107000.0,5.92797783933518,0.0
2021-05,1912000.0,2107000.0,195000.0,10.198744769874477,0.0
2021-06,2107000.0,2336000.0,229000.0,10.868533459895586,0.0
2021-07,2336000.0,2530000.0,194000.0,8.304794520547945,0.0
2021-08,2530000.0,2613000.0,83000.0,3.2806324110671934,0.0
2021-09,2613000.0,2871000.0,258000.0,9.873708381171067,0.0
2021-10,2871000.0,3071000.0,200000.0,6.966213862765587,0.0
2021-11,3071000.0,3092000.0,21000.0,0.6838163464669489,0.0
2021-12,3092000.0,3284000.0,192000.0,6.2095730918499354,0.0
2022-01,3284000.0,3536000.0,252000.0,7.673568818514006,0.0
2022-02,3536000.0,3322000.0,-214000.0,-6.052036199095022,6.052036199095022
2022-03,3322000.0,3532000.0,210000.0,6.321493076459964,0.11312217194570137
2022-04,3532000.0,3888000.0,356000.0,10.079275198187995,0.0
2022-05,3888000.0,3844000.0,-44000.0,-1.131687242798354,1.131687242798354
2022-06,3844000.0,3834000.0,-10000.0,-0.2601456815816858,1.3888888888888888
2022-07,3834000.0,4138000.0,304000.0,7.92905581637976,0.0
2022-08,4138000.0,4406000.0,268000.0,6.476558724021267,0.0
2022-09,4406000.0,4490000.0,84000.0,1.9064911484339537,0.0
2022-10,4490000.0,4692000.0,202000.0,4.498886414253898,0.0
2022-11,4692000.0,4871000.0,179000.0,3.815004262574595,0.0
2022-12,4871000.0,5041000.0,170000.0,3.4900431122972697,0.0
2023-01,5041000.0,5036000.0,-5000.0,-0.09918666931164452,0.09918666931164452
2023-02,5036000.0,4981000.0,-55000.0,-1.0921366163621922,1.1902400317397341
2023-03,4981000.0,4903000.0,-78000.0,-1.565950612326842,2.7375520730013885
2023-04,4903000.0,5320000.0,417000.0,8.504996940648581,0.0
2023-05,5320000.0,5590000.0,270000.0,5.075187969924812,0.0
2023-06,5590000.0,5914000.0,324000.0,5.796064400715563,0.0
2023-07,5914000.0,6092000.0,178000.0,3.0098072370645923,0.0
2023-08,6092000.0,6497000.0,405000.0,6.64806303348654,0.0
2023-09,6497000.0,6579000.0,82000.0,1.2621209789133445,0.0
2023-10,6579000.0,6720000.0,141000.0,2.1431828545371636,0.0
2023-11,6720000.0,7196000.0,476000.0,7.083333333333333,0.0
2023-12,7196000.0,7579000.0,383000.0,5.322401334074486,0.0
2024-01,7579000.0,7937000.0,358000.0,4.723578308483969,0.0
2024-02,7937000.0,8074000.0,137000.0,1.7260929822351014,0.0
2024-03,8074000.0,8037000.0,-37000.0,-0.4582610849640822,0.4582610849640822
2024-04,8037000.0,8706000.0,669000.0,8.324001493094437,0.0
2024-05,8706000.0,8967000.0,261000.0,2.997932460372157,0.0
2024-06,8967000.0,9628000.0,661000.0,7.371473179435709,0.0
2024-07,9628000.0,10195000.0,567000.0,5.889073535521396,0.0
2024-08,10195000.0,10448000.0,253000.0,2.4816086316821973,0.0
2024-09,10448000.0,10599000.0,151000.0,1.4452526799387442,0.0
2024-10,10599000.0,10431000.0,-168000.0,-1.5850551938862156,1.5850551938862156
2024-11,10431000.0,10665000.0,234000.0,2.2433132010353756,0.0
2024-12,10665000.0,11227000.0,562000.0,5.269573370839193,0.0
2025-01,11227000.0,10918000.0,-309000.0,-2.7522935779816518,2.7522935779816518
2025-02,10918000.0,10425000.0,-493000.0,-4.515479025462539,7.143493364211276
2025-03,10425000.0,10755000.0,330000.0,3.1654676258992804,4.204150708114367
2025-04,10755000.0,11145000.0,390000.0,3.626220362622036,0.7303821145452926
2025-05,11145000.0,11824000.0,679000.0,6.092418124719605,0.0
2025-06,11824000.0,12175000.0,351000.0,2.9685385656292285,0.0
2025-07,12175000.0,12340000.0,165000.0,1.3552361396303902,0.0
2025-08,12340000.0,12457000.0,117000.0,0.9481361426256077,0.0
2025-09,12457000.0,12784000.0,327000.0,2.6250301035562336,0.0
2025-10,12784000.0,13114000.0,330000.0,2.5813516896120148,0.0
2025-11,13114000.0,13041000.0,-73000.0,-0.5566570077779472,0.5566570077779472
2025-12,13041000.0,13029000.0,-12000.0,-0.09201748332183114,0.6481622693304865
2026-01,13029000.0,12817000.0,-212000.0,-1.6271394581318595,2.2647552234253467
2026-02,12817000.0,13499000.0,682000.0,5.321057969883748,0.0
2026-03,13499000.0,12635000.0,-864000.0,-6.400474109193273,6.400474109193273
2026-04,12635000.0,14674000.0,2039000.0,16.137712702809655,0.0
2026-05,14674000.0,15001000.0,327000.0,2.2284312389259915,0.0
2026-06,15001000.0,15311000.0,310000.0,2.0665288980734617,0.0
2026-07,15311000.0,15466000.0,155000.0,1.0123440663575207,0.0
2026-08,15466000.0,15846000.0,380000.0,2.457002457002457,0.0
