Strategy & Model Variant,Executed Win Rate (%),Executed Trades,Target Distribution Breakdown,Zero-Brokerage Net Equity (Zerodha),Zero-Brokerage Net CAGR (%),Flat Rs20 Net Equity (FYERS),Flat Rs20 Net CAGR (%),Max DD (%),Total Statutory Taxes Paid
"True 6-Class ML Selector (Skip, 1:2, 1:3, 1:5, 1:10, 1:15)",0.00%,7,"1:2 (2), 1:3 (2), 1:5 (3), 1:10 (0), 1:15 (0)","INR 92,569",-0.48%,"INR 92,459",-0.49%,7.43%,INR 456
