Strategy & Model Variant,Executed Win Rate (%),Executed Trades,1:2 / 1:3 Trades Distribution,Zero-Brokerage Net Equity (Zerodha),Zero-Brokerage Net CAGR (%),Flat Rs20 Net Equity (FYERS),Flat Rs20 Net CAGR (%),Max DD (%),Total Taxes Paid (INR)
Dynamic ML RR Selector (ML decides 1:2 vs 1:3),55.71%,"60,004","59,832 (1:2) / 172 (1:3)","INR 36,531,881",42.55%,"INR 35,940,313",42.41%,15.78%,"INR 3,672,480"
